paper_id,source_title,canonical_title,keyword,review_decision,analysis_unit_type,source_pdf_path,source_pdf_sha256,canonical_pdf_path,canonical_pdf_sha256,page_count,text_source,canonical_text_path,canonical_text_sha256,canonical_text_chars,canonical_paragraph_count,abstract_present,analysis_ready,status,notes
02c538fcc8a0,Design patterns for wildlife‐related camera trap image analysis,Design patterns for wildlife‐related camera trap image analysis,Design Patterns,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/02c538fcc8a0.pdf,89b38a6a0a0971030d763546108fdb40b4d6c12f8aa6a89f37d31ecc757b4033,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/02c538fcc8a0.pdf,89b38a6a0a0971030d763546108fdb40b4d6c12f8aa6a89f37d31ecc757b4033,25,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/02c538fcc8a0.txt,9f63e0a21ed7c0bd498ecb8fcdd449034bc77dc79b800962c876407d3d021be3,103950,517,True,True,analysis_ready,
02f3ae017acb,Design Theory and Method of Complex Products: A Review,Design Theory and Method of Complex Products: A Review,Design theory,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/02f3ae017acb.pdf,5f3d0383bcd66af73eccd20c5573c08255cc36b7023e0199ed7e0fece7e039e6,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/02f3ae017acb.pdf,5f3d0383bcd66af73eccd20c5573c08255cc36b7023e0199ed7e0fece7e039e6,16,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/02f3ae017acb.txt,55e6a2f57b1755e747a010c0ff6abccb7517ca0f4d9ac855b290aa23860952dc,77507,355,True,True,analysis_ready,
0334252e4adb,A post-positivism view of function behaviour structure,A post-positivism view of function behaviour structure,Design knowledge,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0334252e4adb.pdf,fe77ec001964bed3d0228da40b57c8b9d591d109afc3153c4064cca06289982b,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0334252e4adb.pdf,fe77ec001964bed3d0228da40b57c8b9d591d109afc3153c4064cca06289982b,12,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/0334252e4adb.txt,becc12223e2f14567c06dc8a668f84b9c4a656c803cce696a1181b56e09e0741,43601,223,True,True,analysis_ready,
03adadfa0ad4,"Design Principles: Literature Review, Analysis, and Future Directions","Design Principles: Literature Review, Analysis, and Future Directions",Design knowledge,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/03adadfa0ad4.pdf,fd9d03f244d3c0cbb6e9b41f4c68704ffe8f36dd104f77950c40d5542b3f1daa,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/03adadfa0ad4.pdf,fd9d03f244d3c0cbb6e9b41f4c68704ffe8f36dd104f77950c40d5542b3f1daa,13,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/03adadfa0ad4.txt,c4381423ad15aaa8ed5ef630c5d6f3db6cafb28dab076fba59e4f6cb47a900c8,82104,297,True,True,analysis_ready,
03fd54829f02,Digisprudence: the design of legitimate code,Digisprudence: the design of legitimate code,Design theory,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/03fd54829f02.pdf,c392f95fd264fbf5eefe8e11b5d0cfffbf415681d3f3ccbaf646659fb0f0faaa,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/03fd54829f02.pdf,c392f95fd264fbf5eefe8e11b5d0cfffbf415681d3f3ccbaf646659fb0f0faaa,37,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/03fd54829f02.txt,6e3a1a23753202025c96e1df3b1c6dce635bc4f1f89cdb309c768dfa62becd07,92812,280,True,True,analysis_ready,
0512599e76df,What is the content of 'design thinking'? Design Heuristics as conceptual repertoire,What is the content of 'design thinking'? Design Heuristics as conceptual repertoire,Design Heuristics,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0512599e76df.pdf,2b06ad58f150ff3367ccf55ee881843d7908d5c3bad0eb18630d8c0d4d62e17c,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0512599e76df.pdf,2b06ad58f150ff3367ccf55ee881843d7908d5c3bad0eb18630d8c0d4d62e17c,7,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/0512599e76df.txt,07b210b6132e62f7ee5232156db1aa961f879290e49e7f434bcf46ced904749b,26998,116,True,True,analysis_ready,
056ae4e01610,Beyond the old game design: a new design paradigm in Game Studies through C-K Theory,Beyond the old game design: a new design paradigm in Game Studies through C-K Theory,Design theory,approved_single,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/056ae4e01610.pdf,a51e94f294857c474c92b46c20946af6dda6aa00fea2cadf32d74af8700bba9a,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/056ae4e01610.pdf,a51e94f294857c474c92b46c20946af6dda6aa00fea2cadf32d74af8700bba9a,20,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/056ae4e01610.txt,8b4b930489468d0caf35166d1445eb6eb112cb5a13f314139ce9138e84d110c9,55671,231,True,True,analysis_ready,Visually verified: page 1 is the target title page and page 20 is the paper's final endnotes page.
06e8b19b5894,Game design values,Game design values,Design theory,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/06e8b19b5894.pdf,c7a8d1e3d41a044a4352ec7876187f1bc7353614880f48ffa4f9dfc93e9e7600,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/06e8b19b5894.pdf,c7a8d1e3d41a044a4352ec7876187f1bc7353614880f48ffa4f9dfc93e9e7600,8,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/06e8b19b5894.txt,de0f82fef641d3ae730d0f23cb273f778e7a03dd95dc961b4f336ff9095f5077,46739,235,True,True,analysis_ready,
07395d6487e7,Design Patterns for the Development of Electronic Health Record-Driven Phenotype Extraction Algorithms,Design Patterns for the Development of Electronic Health Record-Driven Phenotype Extraction Algorithms,Design Patterns,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/07395d6487e7.pdf,bb8781ff572f1dd7a56c0fa562aad12e607dd6f98d90a7b7716eb90f07bdde30,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/07395d6487e7.pdf,bb8781ff572f1dd7a56c0fa562aad12e607dd6f98d90a7b7716eb90f07bdde30,7,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/07395d6487e7.txt,d0273bde5351d8ed89cb709c3de5a1df8ee4b5c38f1205380ed7d96d1b96aedc,41468,183,True,True,analysis_ready,
0783409933b4,A Two-Dimensional Framework for AI Agent Design Patterns: Cognitive Function and Execution Topology,A Two-Dimensional Framework for AI Agent Design Patterns: Cognitive Function and Execution Topology,Design Patterns,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0783409933b4.pdf,7f2443c230de1d79d4b9f0a1d472bf77bf60f358b8966f7cead55dad790b4a5b,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0783409933b4.pdf,7f2443c230de1d79d4b9f0a1d472bf77bf60f358b8966f7cead55dad790b4a5b,12,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/0783409933b4.txt,51762cef816b816e0b1492d2bfa1df3deccb8431d3e9122185a57d2e94586709,35025,150,True,True,analysis_ready,
07eb3166d706,A Typology of Knowledge Creation in Design Science Research Projects,A Typology of Knowledge Creation in Design Science Research Projects,Design knowledge,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/07eb3166d706.pdf,66153a980b0b8a9e208c3ebe7609a6cb6658256a5f9b1589615b0f74da7133d8,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/07eb3166d706.pdf,66153a980b0b8a9e208c3ebe7609a6cb6658256a5f9b1589615b0f74da7133d8,15,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/07eb3166d706.txt,283ca12e4ef312e7aa90b597cb71a6d72b5e34efb82335f8d4b550240da63a7c,41289,222,True,True,analysis_ready,
07efc8033023,Scaffolding Complex Learning: The Mechanisms of Structuring and Problematizing Student Work,Scaffolding Complex Learning: The Mechanisms of Structuring and Problematizing Student Work,Design Guidelines,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/07efc8033023.pdf,e776d0e6eb0b48f7a1705dcbcf07a8fdb07afa9c90b0b1b01f36275544f3128d,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/07efc8033023.pdf,e776d0e6eb0b48f7a1705dcbcf07a8fdb07afa9c90b0b1b01f36275544f3128d,32,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/07efc8033023.txt,900328a4e7ec4a88e273aad70c972391f2cb6f8faf1353715682db2c5c03b747,97607,471,True,True,analysis_ready,
080c04a1507a,Caution - Principle Under Construction' a Visual Inquiry Tool for Developing Design Principles,Caution - Principle Under Construction' a Visual Inquiry Tool for Developing Design Principles,Design knowledge,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/080c04a1507a.pdf,100ff453c5fb0afad4d4153f32dc46a08b0e17d38c29882cf505f8d915b82ecd,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/080c04a1507a.pdf,100ff453c5fb0afad4d4153f32dc46a08b0e17d38c29882cf505f8d915b82ecd,13,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/080c04a1507a.txt,4b7c987961821ea9fe673aa0379843b68bb2346498e272536c5260ec159b886d,37944,191,True,True,analysis_ready,
0842498049c7,The Extended Likeability Framework: A Theoretical Framework for and a Practical Case of Designing Likeable Media Applications for Preschoolers,The Extended Likeability Framework: A Theoretical Framework for and a Practical Case of Designing Likeable Media Applications for Preschoolers,Design Guidelines,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0842498049c7.pdf,18d382035fcceee585a6acb31bab4df576d7dea1c0c9cbf91d3876c470f7297d,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0842498049c7.pdf,18d382035fcceee585a6acb31bab4df576d7dea1c0c9cbf91d3876c470f7297d,11,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/0842498049c7.txt,88d0eadafccb34e7c9d1a546b17fb84c53cd7403aaced806f33aaed967c4c67a,56395,279,True,True,analysis_ready,
09055cc69e8c,A Theoretical Model for Game Mechanics: Bridging Design Practice and Education,A Theoretical Model for Game Mechanics: Bridging Design Practice and Education,Design Patterns,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/09055cc69e8c.pdf,406bf531fc63da4e590c641433a206750ecfb6721b17546269e2572ebfbbe3a6,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/09055cc69e8c.pdf,406bf531fc63da4e590c641433a206750ecfb6721b17546269e2572ebfbbe3a6,7,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/09055cc69e8c.txt,44dd5a118c335762a39221695b7ada1ae5fa451870fd51dadda0c474ebf3621f,32991,157,True,True,analysis_ready,
098637c0f9ae,Pattern design in the context space: paco - a methodological framework for designing auditory display with patterns,Pattern design in the context space: paco - a methodological framework for designing auditory display with patterns,Design Patterns,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/098637c0f9ae.pdf,bf3631b16c8ce55a64b50af44408df4476739deeab788f809feadfa12ac9b670,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/098637c0f9ae.pdf,bf3631b16c8ce55a64b50af44408df4476739deeab788f809feadfa12ac9b670,7,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/098637c0f9ae.txt,0a9424b7733da108832c3791f3004b4e04657abaa8e64d3b6e5e4b1ca8a66116,37897,169,True,True,analysis_ready,
098c9db1090d,A semantic representation for domain-specific patterns,A semantic representation for domain-specific patterns,Design Patterns,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/098c9db1090d.pdf,747b6ba5ad8e6334b08d0a4fc61659d9893b806d6d5f8b6b239a03bc74b7875a,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/098c9db1090d.pdf,747b6ba5ad8e6334b08d0a4fc61659d9893b806d6d5f8b6b239a03bc74b7875a,12,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/098c9db1090d.txt,d331455cc0f381b7d1e37cb68c3cd9bb9ad7a527fcd814e76a717ac07a987039,27965,138,True,True,analysis_ready,
09e4195a775c,BIOPHILIC DESIGN PATTERNS: Emerging Nature-Based Parameters for Health and Well-Being in the Built Environment,BIOPHILIC DESIGN PATTERNS: Emerging Nature-Based Parameters for Health and Well-Being in the Built Environment,Design Patterns,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/09e4195a775c.pdf,67f6c35f661de30452b0aa1271101639213291a5f31bcc9a9a5e13d1c89591eb,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/09e4195a775c.pdf,67f6c35f661de30452b0aa1271101639213291a5f31bcc9a9a5e13d1c89591eb,15,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/09e4195a775c.txt,5b42f3639db2ef89ab7b53f18668f8ae8d36057f70f36daee4353165850a8b4a,58763,205,True,True,analysis_ready,
0a373ca87142,Surveying a Landscape of Ethics-Focused Design Methods,Surveying a Landscape of Ethics-Focused Design Methods,Design methods,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0a373ca87142.pdf,60dd6a03e18af8d938c619d802b2f2c405e64120b080b6df8e64439d75dfe6a4,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0a373ca87142.pdf,60dd6a03e18af8d938c619d802b2f2c405e64120b080b6df8e64439d75dfe6a4,32,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/0a373ca87142.txt,ae2d6e613165ada2a13e610873f4a9a16281ac4e8a964956144c26f28df41bd4,136952,570,True,True,analysis_ready,
0b002633de00,A security design pattern taxonomy based on attack patterns: Findings of a systematic literature review,A security design pattern taxonomy based on attack patterns: Findings of a systematic literature review,Design Patterns,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0b002633de00.pdf,c9421685d160f4a802535b030d61e31a4891aa9e3811215cfdd27aa922b7853b,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0b002633de00.pdf,c9421685d160f4a802535b030d61e31a4891aa9e3811215cfdd27aa922b7853b,8,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/0b002633de00.txt,9d0990afd0892cfdae4748da63870c6d7891d0666bf3be5c383830890c08b8ca,37752,195,True,True,analysis_ready,
0b35e34543e2,Designing Artificial Identity: The Identity Design Framework and Research Agenda,Designing Artificial Identity: The Identity Design Framework and Research Agenda,Design principles,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0b35e34543e2.pdf,30f03f8d7536bac33752d0f5920ac7eba744a3e376c27299c53c2eb5b8bfb893,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0b35e34543e2.pdf,30f03f8d7536bac33752d0f5920ac7eba744a3e376c27299c53c2eb5b8bfb893,18,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/0b35e34543e2.txt,c19172d14c66139b6da271b634d473b0d6c4d02ee7e64020b606d4f09bc6bf3f,139921,727,True,True,analysis_ready,
0b7e6111aa14,Synthesizing a Solution Space for Prescriptive Design Knowledge Codification,Synthesizing a Solution Space for Prescriptive Design Knowledge Codification,Design knowledge,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0b7e6111aa14.pdf,4c2b9427345bb6d20eee3bccde081bdaabc31c6ab37a71f927db8723a8f16620,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0b7e6111aa14.pdf,4c2b9427345bb6d20eee3bccde081bdaabc31c6ab37a71f927db8723a8f16620,37,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/0b7e6111aa14.txt,3af90e9b6809e33987e60cffc209a951a62e28afc0a8019fc0e1008a9f42a016,87535,415,True,True,analysis_ready,
0bca44c18d6c,"Tinkering, tailoring, and bricolage: Implications for theories of Design","Tinkering, tailoring, and bricolage: Implications for theories of Design",Design theory,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0bca44c18d6c.pdf,d8fb3bd25c598d5a3274fbd7b015110d1977d0c8309cf09d0471a2321349d704,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0bca44c18d6c.pdf,d8fb3bd25c598d5a3274fbd7b015110d1977d0c8309cf09d0471a2321349d704,9,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/0bca44c18d6c.txt,048f995323ec48f319b422adb04e702ddade0a28ca6925aac7bff823d9437636,40289,203,True,True,analysis_ready,
0c3ae5c60e89,Logic for accumulation of design science research theory,Logic for accumulation of design science research theory,Design theory,,paper,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0c3ae5c60e89.pdf,6f162840f134b1edf8a0b0da391721927349f9c52634cb5c2ffe0cbf39157e48,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pdf_corpus_459_20260811/0c3ae5c60e89.pdf,6f162840f134b1edf8a0b0da391721927349f9c52634cb5c2ffe0cbf39157e48,10,pypdf,/Users/baiyixin/Documents/Survey - design knowledge/expanded_pipeline_459_20260811/canonical_text/0c3ae5c60e89.txt,1b187ceed3239137d3e4f07941f7e1d3c4213b857f08e6430072b1c7d4210596,44413,214,True,True,analysis_ready,
