analysis_page,clustering_space,algorithm,configuration,paper_id,keyword,title,authors,year,venue,doi,url,cluster,cluster_label_candidate,distinguishing_evidence_terms,cluster_summary_candidate,distance_to_centroid,representative_rank,is_representative_top3,umap_x,umap_y,discussion_found,discussion_paragraph_count,discussion_summary,discussion_excerpt
page1,raw,kmeans,kmeans_k2,03fd54829f02,Design theory,Digisprudence: the design of legitimate code,Laurence Diver,2020,"Law, Innovation and Technology",,https://www.semanticscholar.org/paper/b7a97635870c5a15c94ff83c2036a3f4466ac1b3,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.2053617238998413,188,False,2.3033602,6.7313313,False,0,,
page1,raw,kmeans,kmeans_k2,0512599e76df,Design Heuristics,What is the content of 'design thinking'? Design Heuristics as conceptual repertoire,"Gray, Colin M. (1); Seifert, Colleen M. (2); Yilmaz, Seda (3); Daly, Shanna R. (4); Gonzalez, Richard (2)",2016,International Journal of Engineering Education,,,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.1150263547897338,62,False,3.4467974,6.7613287,False,0,,
page1,raw,kmeans,kmeans_k2,056ae4e01610,Design theory,Beyond the old game design: a new design paradigm in Game Studies through C-K Theory,Enrique Perez,2023,Digra,,https://www.semanticscholar.org/paper/e2519811712840d36f7232cb309002293ed1ff8d,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.1657179594039917,186,False,-1.2478619,7.5687995,False,0,,
page1,raw,kmeans,kmeans_k2,0783409933b4,Design Patterns,A Two-Dimensional Framework for AI Agent Design Patterns: Cognitive Function and Execution Topology,Jia Huang; J. Zhou,2026,,,https://www.semanticscholar.org/paper/67855ed25bb27f6a2f8bae704fdd2d35c8891262,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1595830917358398,85,False,1.4090376,3.7300792,False,0,,
page1,raw,kmeans,kmeans_k2,07eb3166d706,Design knowledge,A Typology of Knowledge Creation in Design Science Research Projects,"Chatterjee, S. (1); Bhattacherjee, A. (2); Gilb, T. (3)",,"Design Science Research for a Resilient Future: 19th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2024, Proceedings. Lecture Notes in Computer Science (14621)",10.1007/978-3-031-61175-9_10,,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.0750731229782104,2,True,0.84799826,8.383714,False,0,,
page1,raw,kmeans,kmeans_k2,0842498049c7,Design Guidelines,The Extended Likeability Framework: A Theoretical Framework for and a Practical Case of Designing Likeable Media Applications for Preschoolers,V. Abeele; B. Zaman,2008,Adv. Hum. Comput. Interact.,,https://www.semanticscholar.org/paper/e2837ac0465e8cea18f2ab5b2f9f12f874ddbe1f,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.2018558979034423,185,False,-0.8739712,3.1630836,False,0,,
page1,raw,kmeans,kmeans_k2,09055cc69e8c,Design Patterns,A Theoretical Model for Game Mechanics: Bridging Design Practice and Education,Rafael Marques de Albuquerque; Flávio Anthero Nunes Vianna dos Santos,2025,European Conference on Games Based Learning,,https://www.semanticscholar.org/paper/7f6e881f023b0fe5f2281893261c1c7df62ed203,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.140323519706726,134,False,-0.64673716,2.703405,False,0,,
page1,raw,kmeans,kmeans_k2,098637c0f9ae,Design Patterns,Pattern design in the context space: paco - a methodological framework for designing auditory display with patterns,"Frauenberger, C. and Stockman, T. and Bourguet, M. L.",2007,Proceedings of the 14th Conference on Pattern Languages of Programs,10.1145/1772070.1772091,https://doi.org/10.1145/1772070.1772091,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1630302667617797,92,False,2.569164,3.2350044,False,0,,
page1,raw,kmeans,kmeans_k2,098c9db1090d,Design Patterns,A semantic representation for domain-specific patterns,"Montero, S. (1); Diaz, P. (1); Aedo, I. (1)",,"Metainformatics. International Symposium, MIS 2004. Revised Selected Papers (Lecture Notes in Computer Science Vol. 3511)",,,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1318119764328003,36,False,1.8561805,2.6742013,False,0,,
page1,raw,kmeans,kmeans_k2,09e4195a775c,Design Patterns,BIOPHILIC DESIGN PATTERNS: Emerging Nature-Based Parameters for Health and Well-Being in the Built Environment,Catherine O. Ryan; W. Browning; Joseph Clancy; Scott L Andrews; Namita B Kallianpurkar,2014,,,https://www.semanticscholar.org/paper/f2f43cc85573cfe8f7a2770354fbea84c95e0f36,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.198532223701477,181,False,-0.3101649,6.219506,False,0,,
page1,raw,kmeans,kmeans_k2,0a373ca87142,Design methods,Surveying a Landscape of Ethics-Focused Design Methods,"Chivukula, Shruthi Sai and Gray, Colin and Li, Ziqing and Pivonka, Anne C. and Chen, Jingning",2024,ACM J. Responsib. Comput.,10.1145/3678988,https://doi.org/10.1145/3678988,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.1437996625900268,144,False,0.9637144,6.3247247,False,0,,
page1,raw,kmeans,kmeans_k2,0b35e34543e2,Design principles,Designing Artificial Identity: The Identity Design Framework and Research Agenda,"Bransky, Karla and Sweetser, Penny and Holthaus, Patrick and Laban, Guy and Winkle, Katie and Akalin, Neziha and Ashok, Ashita and Lee, Jihye and Khot, Rucha and Bejarano, Alexandra and Thijn, Jorrit and Moore, Roger K. and Jang, Minsu and Fischer, Joel E and Lee, Minha",2026,Proceedings of the 2026 Designing Interactive Systems Conference,10.1145/3800645.3812962,https://doi.org/10.1145/3800645.3812962,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1710377931594848,114,False,1.7809966,4.953145,False,0,,
page1,raw,kmeans,kmeans_k2,0b7e6111aa14,Design knowledge,Synthesizing a Solution Space for Prescriptive Design Knowledge Codification,"Möller, F. (1); Hansen, M.R.P. (2); Schoormann, T. (3)",,Scandinavian Journal of Information Systems,,,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.1367822289466858,120,False,1.1711946,8.46418,False,0,,
page1,raw,kmeans,kmeans_k2,0bca44c18d6c,Design theory,"Tinkering, tailoring, and bricolage: Implications for theories of Design","Hovorka, Dirk S. (1); Germonprez, Matt (2)",2009,"15th Americas Conference on Information Systems 2009, AMCIS 2009",,,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.1170446276664733,66,False,-0.77419,7.174964,False,0,,
page1,raw,kmeans,kmeans_k2,0cbc36913472,Design Heuristics,Dialogue Appropriate to Assistive Technology Product Design: A Taxonomy of Communication Formats in Relation to Modes of Sensory Perception,"Torrens, G.E. (1)",,"She Ji: The Journal of Design, Economics, and Innovation",10.1016/j.sheji.2018.01.001,,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1575657725334167,80,False,1.8071332,5.9926605,False,0,,
page1,raw,kmeans,kmeans_k2,0e02199ea150,Design theory,The Inspiration of Design Affairology to Hcd in Post Humanism Era,Bai Yu,2021,International Journal of Frontiers in Sociology,,https://www.semanticscholar.org/paper/f10d15a36e1a2d6f31eb975c6a8223f94685740f,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.210594356060028,214,False,2.1025527,6.2308083,False,0,,
page1,raw,kmeans,kmeans_k2,0ecb6c9b7eeb,Design theory,Pluralism in Knowledge Management: a Review,"Sheffield, J. (1)",,Electronic Journal of Knowledge Management,,,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.2351757287979126,222,False,1.0429521,8.843875,False,0,,
page1,raw,kmeans,kmeans_k2,0ef759265f23,Design Guidelines,The equitable use concept in sidewalk design,Mahdi Aghaabbasi; M. Moeinaddini; Zohreh Asadi-Shekari; M. Z. Shah,2019,Cities,,https://www.semanticscholar.org/paper/5a686e01a536a318c32f70e8b1eb114fd34c05de,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.2221667766571045,213,False,1.8045979,5.871697,False,0,,
page1,raw,kmeans,kmeans_k2,103eb1a8586b,Design theory,Incommensurability and multi-paradigm grounding in design science research: Implications for creating knowledge,"Hovorka, Dirk S. (1)",2010,IFIP Advances in Information and Communication Technology,10.1007/978-3-642-12113-5_2,,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.1022943258285522,34,False,0.28685963,8.408928,False,0,,
page1,raw,kmeans,kmeans_k2,114973fd100e,Design knowledge,Identification and management of the near-field knowledge of industrial design for innovative product shapes,JinTao He (1); Qian Yang (1); MengYa Zhu (1),,Advances in Mechanical Engineering,10.1177/1687814018816574,,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.166914165019989,189,False,1.72477,8.247021,False,0,,
page1,raw,kmeans,kmeans_k2,1151f6830f77,Design Patterns,Design patterns in intelligent systems,"Peters, J.F. (1)",,"Foundations of Intelligent Systems. 14th International Symposium, ISMIS 2003. Proceedings (Lecture Notes in Artificial Intelligence Vol.2871)",,,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1271835565567016,31,False,1.7105019,3.5969067,False,0,,
page1,raw,kmeans,kmeans_k2,12568f76ff90,Design rationale,Patterns or claims: do they help in communicating design advice?,"Abraham, George and Atwood, Michael E.",2009,Proceedings of the 21st Annual Conference of the Australian Computer-Human Interaction Special Interest Group: Design: Open 24/7,10.1145/1738826.1738831,https://doi.org/10.1145/1738826.1738831,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1542603969573974,77,False,2.5387518,2.9038413,False,0,,
page1,raw,kmeans,kmeans_k2,139a1e71d8dc,Design Guidelines,Separation of Modeling Principles and Design Principles in Enterprise Engineering,Tetsuya Suga; Peter De Bruyn; Philip Huysmans; J. Verelst; H. Mannaert,2016,The Practice of Enterprise Modeling,,https://www.semanticscholar.org/paper/05ace0f237feda9c4e4dd78cdc60b3dd91738543,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1601367592811584,86,False,0.39259458,6.0088134,False,0,,
page1,raw,kmeans,kmeans_k2,1416cd2b88de,Design methods,Cross-disciplinary system value overview towards value-oriented design,Emilia Lavi; Y. Reich,2023,Research in Engineering Design,,https://www.semanticscholar.org/paper/e973cd46b42f3c987ddf80186b3d6c1ba79263b4,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.1762874722480774,201,False,0.7976479,6.2367735,False,0,,
page1,raw,kmeans,kmeans_k2,141f85abba0a,Design theory,How to Define Design in Industrial Control and Automation Software,Aydin Homay,2025,arXiv.org,,https://www.semanticscholar.org/paper/cbb4104ae7d335b7082069b705d473ed76b53b60,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.1171419620513916,68,False,0.34989437,6.221203,False,0,,
page1,raw,kmeans,kmeans_k2,1445730be68b,Design principles,A problem-based approach to the advancement of heuristics for socio-technical evaluation,"Herrmann, T. (1); Jahnke, I. (2); Nolte, A. (3, 4)",,Behaviour & Information Technology,10.1080/0144929X.2021.1972157,,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1684351563453674,105,False,3.4925673,6.582068,False,0,,
page1,raw,kmeans,kmeans_k2,14dcaf15aa66,Design Guidelines,Terminologia kohtaa käytettävyyden. Terminologisen käytettävyyden ydintä rakentamassa,Suvi Isohella; Anita Nuopponen,2016,VAKKI Publications,,https://www.semanticscholar.org/paper/11c6a0fa8fc166972194899f747f6bd2d3e40b34,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1751824617385864,125,False,1.8739604,4.438846,False,0,,
page1,raw,kmeans,kmeans_k2,16b7f7939f93,Design rationale,Characterizing Design Rationales Using Computational Linguistics and Human Evaluations,"Mirabito, Yakira (1); Liu, Xiaowen (2); Goucher-Lambert, Kosa (1)",2025,Journal of Mechanical Design,10.1115/1.4069232,,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.1718097925186157,118,False,-0.7842882,5.284461,False,0,,
page1,raw,kmeans,kmeans_k2,1728dd2afe4b,Design theory,Design theory in practice – Making design science research more transparent,"Piirainen, Kalle A. (1, 2); Briggs, Robert O. (3)",2011,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-642-20633-7_4,,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.1167221069335937,64,False,0.10504968,8.364037,False,0,,
page1,raw,kmeans,kmeans_k2,18d57211cb40,Design knowledge,Object oriented design knowledge: ontology and measurement of impact,"Garzas, J. (1); Piattini, M.",,"Object-Oriented Information Systems. 8th International Conference, OOIS 2002. Proceedings (Lecture Notes in Computer Science Vol.2425)",,,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.2273193597793579,221,False,1.4487289,7.606774,False,0,,
page1,raw,kmeans,kmeans_k2,19dd6ec0253e,Design knowledge,A principle-based philosophical framework for fashion design praxis and education in new design landscapes,"Harvey, N. (1); Ankiewicz, P. (2)",,International Journal of Technology and Design Education,10.1007/s10798-022-09794-7,,0,Knowledge · Theory · Design Knowledge,"knowledge, theory, design knowledge, research, design theory, hci","This exploratory cluster contains 223 papers. Frequent terms include knowledge, theory, design knowledge, research, design theory, hci. Representative papers include Towards a Method for Design Principle Development in Information Systems; A Typology of Knowledge Creation in Design Science Research Projects; Design Principles: Literature Review, Analysis, and Future Directions.",0.1292519569396972,103,False,0.19403288,7.2921805,False,0,,
page1,raw,kmeans,kmeans_k2,1c04ffa25528,Design methods,The implications of improvisational acting and role-playing on design methodologies,"Medler, Ben and Magerko, Brian",2010,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,10.1145/1753326.1753398,https://doi.org/10.1145/1753326.1753398,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, software, systems, visualization","This exploratory cluster contains 236 papers. Frequent terms include patterns, pattern, design patterns, software, systems, visualization. Representative papers include A conceptual framework for design science research; Towards normal design for safety-critical systems; Analysis patterns.",0.189634084701538,160,False,-0.12065729,3.3489797,False,0,,
