paper_id,keyword,title,authors,year,venue,doi,url,cluster,cluster_label_candidate,distinguishing_evidence_terms,cluster_summary_candidate,distance_to_centroid,representative_rank,is_representative_top3,umap_x,umap_y
03fd54829f02,Design theory,Digisprudence: the design of legitimate code,Laurence Diver,2020,"Law, Innovation and Technology",,https://www.semanticscholar.org/paper/b7a97635870c5a15c94ff83c2036a3f4466ac1b3,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.1977052092552185,113,False,-2.2516258,0.48672074
0512599e76df,Design Heuristics,What is the content of 'design thinking'? Design Heuristics as conceptual repertoire,"Gray, Colin M. (1); Seifert, Colleen M. (2); Yilmaz, Seda (3); Daly, Shanna R. (4); Gonzalez, Richard (2)",2016,International Journal of Engineering Education,,,1,Heuristics · Design Heuristics · Heuristic,"heuristics, design heuristics, heuristic, product, assistive, products","This exploratory cluster contains 8 papers. Frequent terms include heuristics, design heuristics, heuristic, product, assistive, products. Representative papers include Design Heuristics in Innovative Products; Introduction of a standardized Notation of Design Heuristics for Knowledge Formalization; Formal system for the expression of target-oriented design heuristics.",0.08847278356552124,5,False,1.8821304,-0.74136496
056ae4e01610,Design theory,Beyond the old game design: a new design paradigm in Game Studies through C-K Theory,Enrique Perez,2023,Digra,,https://www.semanticscholar.org/paper/e2519811712840d36f7232cb309002293ed1ff8d,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.18242967128753662,95,False,-2.7781148,1.6245975
0783409933b4,Design Patterns,A Two-Dimensional Framework for AI Agent Design Patterns: Cognitive Function and Execution Topology,Jia Huang; J. Zhou,2026,,,https://www.semanticscholar.org/paper/67855ed25bb27f6a2f8bae704fdd2d35c8891262,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.17649906873703003,88,False,-0.09520126,2.6116745
07eb3166d706,Design knowledge,A Typology of Knowledge Creation in Design Science Research Projects,"Chatterjee, S. (1); Bhattacherjee, A. (2); Gilb, T. (3)",,"Design Science Research for a Resilient Future: 19th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2024, Proceedings. Lecture Notes in Computer Science (14621)",10.1007/978-3-031-61175-9_10,,2,Knowledge · Dsr · Design Knowledge,"knowledge, dsr, design knowledge, research, product, science research","This exploratory cluster contains 23 papers. Frequent terms include knowledge, dsr, design knowledge, research, product, science research. Representative papers include A Typology of Knowledge Creation in Design Science Research Projects; Utilizing, Producing, and Contributing Design Knowledge in DSR Projects; A Multi-Grounded Design Research Process.",0.04880887269973755,1,True,-1.2458848,-1.5206399
0842498049c7,Design Guidelines,The Extended Likeability Framework: A Theoretical Framework for and a Practical Case of Designing Likeable Media Applications for Preschoolers,V. Abeele; B. Zaman,2008,Adv. Hum. Comput. Interact.,,https://www.semanticscholar.org/paper/e2837ac0465e8cea18f2ab5b2f9f12f874ddbe1f,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.20267987251281738,120,False,-1.9637402,2.1009195
09055cc69e8c,Design Patterns,A Theoretical Model for Game Mechanics: Bridging Design Practice and Education,Rafael Marques de Albuquerque; Fl√°vio Anthero Nunes Vianna dos Santos,2025,European Conference on Games Based Learning,,https://www.semanticscholar.org/paper/7f6e881f023b0fe5f2281893261c1c7df62ed203,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.13690191507339478,31,False,-2.5742605,2.106981
098637c0f9ae,Design Patterns,Pattern design in the context space: paco - a methodological framework for designing auditory display with patterns,"Frauenberger, C. and Stockman, T. and Bourguet, M. L.",2007,Proceedings of the 14th Conference on Pattern Languages of Programs,10.1145/1772070.1772091,https://doi.org/10.1145/1772070.1772091,3,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, patterns sep, software, language","This exploratory cluster contains 35 papers. Frequent terms include patterns, pattern, design patterns, patterns sep, software, language. Representative papers include Industrial experience with design patterns; A pattern approach to interaction design; Understanding and using patterns in software development.",0.13778293132781982,23,False,-0.005821974,3.6532838
098c9db1090d,Design Patterns,A semantic representation for domain-specific patterns,"Montero, S. (1); Diaz, P. (1); Aedo, I. (1)",,"Metainformatics. International Symposium, MIS 2004. Revised Selected Papers (Lecture Notes in Computer Science Vol. 3511)",,,3,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, patterns sep, software, language","This exploratory cluster contains 35 papers. Frequent terms include patterns, pattern, design patterns, patterns sep, software, language. Representative papers include Industrial experience with design patterns; A pattern approach to interaction design; Understanding and using patterns in software development.",0.10007810592651367,10,False,0.21615389,3.4473135
09e4195a775c,Design Patterns,BIOPHILIC DESIGN PATTERNS: Emerging Nature-Based Parameters for Health and Well-Being in the Built Environment,Catherine O. Ryan; W. Browning; Joseph Clancy; Scott L Andrews; Namita B Kallianpurkar,2014,,,https://www.semanticscholar.org/paper/f2f43cc85573cfe8f7a2770354fbea84c95e0f36,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.19417941570281982,106,False,-0.7206839,1.0795506
0a373ca87142,Design methods,Surveying a Landscape of Ethics-Focused Design Methods,"Chivukula, Shruthi Sai and Gray, Colin and Li, Ziqing and Pivonka, Anne C. and Chen, Jingning",2024,ACM J. Responsib. Comput.,10.1145/3678988,https://doi.org/10.1145/3678988,5,Method · Methods · Ethical,"method, methods, ethical, design methods, ethics, ethics focused","This exploratory cluster contains 10 papers. Frequent terms include method, methods, ethical, design methods, ethics, ethics focused. Representative papers include Elements of a design method - a basis for describing and evaluating design methods; Elements of a design method – a basis for describing and evaluating design methods; Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework.",0.07117319107055664,4,False,0.5183074,-0.7671691
0b35e34543e2,Design principles,Designing Artificial Identity: The Identity Design Framework and Research Agenda,"Bransky, Karla and Sweetser, Penny and Holthaus, Patrick and Laban, Guy and Winkle, Katie and Akalin, Neziha and Ashok, Ashita and Lee, Jihye and Khot, Rucha and Bejarano, Alexandra and Thijn, Jorrit and Moore, Roger K. and Jang, Minsu and Fischer, Joel E and Lee, Minha",2026,Proceedings of the 2026 Designing Interactive Systems Conference,10.1145/3800645.3812962,https://doi.org/10.1145/3800645.3812962,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.1710764765739441,80,False,-0.6646951,2.3954542
0b7e6111aa14,Design knowledge,Synthesizing a Solution Space for Prescriptive Design Knowledge Codification,"MoÃàller, F. (1); Hansen, M.R.P. (2); Schoormann, T. (3)",,Scandinavian Journal of Information Systems,,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.15209925174713135,55,False,-0.34752503,-1.1523466
0bca44c18d6c,Design theory,"Tinkering, tailoring, and bricolage: Implications for theories of Design","Hovorka, Dirk S. (1); Germonprez, Matt (2)",2009,"15th Americas Conference on Information Systems 2009, AMCIS 2009",,,4,Theory · Design Theory · Theories,"theory, design theory, theories, theory sep, research, design research","This exploratory cluster contains 18 papers. Frequent terms include theory, design theory, theories, theory sep, research, design research. Representative papers include The anatomy of a design theory; Theory construction in design research. Criteria, approaches, and methods.; Four Criteria for Design Theories.",0.08952248096466064,7,False,-0.88682705,-0.21556948
0cbc36913472,Design Heuristics,Dialogue Appropriate to Assistive Technology Product Design: A Taxonomy of Communication Formats in Relation to Modes of Sensory Perception,"Torrens, G.E. (1)",,"She Ji: The Journal of Design, Economics, and Innovation",10.1016/j.sheji.2018.01.001,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.15044057369232178,51,False,-2.3779652,1.0151694
0e02199ea150,Design theory,The Inspiration of Design Affairology to Hcd in Post Humanism Era,Bai Yu,2021,International Journal of Frontiers in Sociology,,https://www.semanticscholar.org/paper/f10d15a36e1a2d6f31eb975c6a8223f94685740f,6,Hci · Technology · Hri,"hci, technology, hri, post, role playing, human","This exploratory cluster contains 9 papers. Frequent terms include hci, technology, hri, post, role playing, human. Representative papers include Design-oriented human-computer interaction; Tracing the tensions surrounding understandings of agency and knowledge in technology design; From human factors to human actors to human crafters.",0.16484832763671875,9,False,-1.2420132,1.029277
0ecb6c9b7eeb,Design theory,Pluralism in Knowledge Management: a Review,"Sheffield, J. (1)",,Electronic Journal of Knowledge Management,,,2,Knowledge · Dsr · Design Knowledge,"knowledge, dsr, design knowledge, research, product, science research","This exploratory cluster contains 23 papers. Frequent terms include knowledge, dsr, design knowledge, research, product, science research. Representative papers include A Typology of Knowledge Creation in Design Science Research Projects; Utilizing, Producing, and Contributing Design Knowledge in DSR Projects; A Multi-Grounded Design Research Process.",0.21036040782928467,23,False,-1.4611412,-1.8628848
0ef759265f23,Design Guidelines,The equitable use concept in sidewalk design,Mahdi Aghaabbasi; M. Moeinaddini; Zohreh Asadi-Shekari; M. Z. Shah,2019,Cities,,https://www.semanticscholar.org/paper/5a686e01a536a318c32f70e8b1eb114fd34c05de,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.20917290449142456,124,False,-1.4491794,0.8477175
103eb1a8586b,Design theory,Incommensurability and multi-paradigm grounding in design science research: Implications for creating knowledge,"Hovorka, Dirk S. (1)",2010,IFIP Advances in Information and Communication Technology,10.1007/978-3-642-12113-5_2,,2,Knowledge · Dsr · Design Knowledge,"knowledge, dsr, design knowledge, research, product, science research","This exploratory cluster contains 23 papers. Frequent terms include knowledge, dsr, design knowledge, research, product, science research. Representative papers include A Typology of Knowledge Creation in Design Science Research Projects; Utilizing, Producing, and Contributing Design Knowledge in DSR Projects; A Multi-Grounded Design Research Process.",0.10074353218078613,8,False,-1.566655,-1.2841188
114973fd100e,Design knowledge,Identification and management of the near-field knowledge of industrial design for innovative product shapes,JinTao He (1); Qian Yang (1); MengYa Zhu (1),,Advances in Mechanical Engineering,10.1177/1687814018816574,,2,Knowledge · Dsr · Design Knowledge,"knowledge, dsr, design knowledge, research, product, science research","This exploratory cluster contains 23 papers. Frequent terms include knowledge, dsr, design knowledge, research, product, science research. Representative papers include A Typology of Knowledge Creation in Design Science Research Projects; Utilizing, Producing, and Contributing Design Knowledge in DSR Projects; A Multi-Grounded Design Research Process.",0.13787806034088135,17,False,-0.6141136,-1.9326029
1151f6830f77,Design Patterns,Design patterns in intelligent systems,"Peters, J.F. (1)",,"Foundations of Intelligent Systems. 14th International Symposium, ISMIS 2003. Proceedings (Lecture Notes in Artificial Intelligence Vol.2871)",,,3,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, patterns sep, software, language","This exploratory cluster contains 35 papers. Frequent terms include patterns, pattern, design patterns, patterns sep, software, language. Representative papers include Industrial experience with design patterns; A pattern approach to interaction design; Understanding and using patterns in software development.",0.11184138059616089,14,False,0.3260226,3.3719578
12568f76ff90,Design rationale,Patterns or claims: do they help in communicating design advice?,"Abraham, George and Atwood, Michael E.",2009,Proceedings of the 21st Annual Conference of the Australian Computer-Human Interaction Special Interest Group: Design: Open 24/7,10.1145/1738826.1738831,https://doi.org/10.1145/1738826.1738831,3,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, patterns sep, software, language","This exploratory cluster contains 35 papers. Frequent terms include patterns, pattern, design patterns, patterns sep, software, language. Representative papers include Industrial experience with design patterns; A pattern approach to interaction design; Understanding and using patterns in software development.",0.13437563180923462,21,False,0.33412397,3.67417
139a1e71d8dc,Design Guidelines,Separation of Modeling Principles and Design Principles in Enterprise Engineering,Tetsuya Suga; Peter De Bruyn; Philip Huysmans; J. Verelst; H. Mannaert,2016,The Practice of Enterprise Modeling,,https://www.semanticscholar.org/paper/05ace0f237feda9c4e4dd78cdc60b3dd91738543,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.1528003215789795,56,False,-0.16755106,-0.0154958805
1416cd2b88de,Design methods,Cross-disciplinary system value overview towards value-oriented design,Emilia Lavi; Y. Reich,2023,Research in Engineering Design,,https://www.semanticscholar.org/paper/e973cd46b42f3c987ddf80186b3d6c1ba79263b4,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.16632938385009766,74,False,-0.7772582,0.36623895
141f85abba0a,Design theory,How to Define Design in Industrial Control and Automation Software,Aydin Homay,2025,arXiv.org,,https://www.semanticscholar.org/paper/cbb4104ae7d335b7082069b705d473ed76b53b60,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.11861616373062134,18,False,-0.6490937,0.13135538
1445730be68b,Design principles,A problem-based approach to the advancement of heuristics for socio-technical evaluation,"Herrmann, T. (1); Jahnke, I. (2); Nolte, A. (3, 4)",,Behaviour & Information Technology,10.1080/0144929X.2021.1972157,,1,Heuristics · Design Heuristics · Heuristic,"heuristics, design heuristics, heuristic, product, assistive, products","This exploratory cluster contains 8 papers. Frequent terms include heuristics, design heuristics, heuristic, product, assistive, products. Representative papers include Design Heuristics in Innovative Products; Introduction of a standardized Notation of Design Heuristics for Knowledge Formalization; Formal system for the expression of target-oriented design heuristics.",0.09166765213012695,6,False,1.8385456,-0.40325958
14dcaf15aa66,Design Guidelines,Terminologia kohtaa käytettävyyden. Terminologisen käytettävyyden ydintä rakentamassa,Suvi Isohella; Anita Nuopponen,2016,VAKKI Publications,,https://www.semanticscholar.org/paper/11c6a0fa8fc166972194899f747f6bd2d3e40b34,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.17636364698410034,87,False,0.6077858,1.5986385
16b7f7939f93,Design rationale,Characterizing Design Rationales Using Computational Linguistics and Human Evaluations,"Mirabito, Yakira (1); Liu, Xiaowen (2); Goucher-Lambert, Kosa (1)",2025,Journal of Mechanical Design,10.1115/1.4069232,,0,Rationale · Design Rationale · Dr,"rationale, design rationale, dr, argumentation, rationales, model","This exploratory cluster contains 13 papers. Frequent terms include rationale, design rationale, dr, argumentation, rationales, model. Representative papers include Integrating different perspectives on design rationale: supporting the emergence of design rationale from design communication; Integrating different perspective on design rationale: Supporting the emergence of design rationale from design communication; Redesigning the rationale for design rationale.",0.12381559610366821,12,False,-2.870991,0.19781312
1728dd2afe4b,Design theory,Design theory in practice – Making design science research more transparent,"Piirainen, Kalle A. (1, 2); Briggs, Robert O. (3)",2011,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-642-20633-7_4,,2,Knowledge · Dsr · Design Knowledge,"knowledge, dsr, design knowledge, research, product, science research","This exploratory cluster contains 23 papers. Frequent terms include knowledge, dsr, design knowledge, research, product, science research. Representative papers include A Typology of Knowledge Creation in Design Science Research Projects; Utilizing, Producing, and Contributing Design Knowledge in DSR Projects; A Multi-Grounded Design Research Process.",0.11521375179290771,10,False,-1.3994893,-1.1878166
18d57211cb40,Design knowledge,Object oriented design knowledge: ontology and measurement of impact,"Garzas, J. (1); Piattini, M.",,"Object-Oriented Information Systems. 8th International Conference, OOIS 2002. Proceedings (Lecture Notes in Computer Science Vol.2425)",,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.24199235439300537,139,False,-0.719028,-1.5598164
19dd6ec0253e,Design knowledge,A principle-based philosophical framework for fashion design praxis and education in new design landscapes,"Harvey, N. (1); Ankiewicz, P. (2)",,International Journal of Technology and Design Education,10.1007/s10798-022-09794-7,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.14515900611877441,44,False,-0.5448669,-0.65413874
1c04ffa25528,Design methods,The implications of improvisational acting and role-playing on design methodologies,"Medler, Ben and Magerko, Brian",2010,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,10.1145/1753326.1753398,https://doi.org/10.1145/1753326.1753398,6,Hci · Technology · Hri,"hci, technology, hri, post, role playing, human","This exploratory cluster contains 9 papers. Frequent terms include hci, technology, hri, post, role playing, human. Representative papers include Design-oriented human-computer interaction; Tracing the tensions surrounding understandings of agency and knowledge in technology design; From human factors to human actors to human crafters.",0.1491212248802185,8,False,-1.9925562,1.5216044
1c7fa3f7d73a,Design knowledge,A theoretical framework for the studio as a learning environment,"Brandt, Carol B. (1); Cennamo, Katherine (2); Douglas, Sarah (3); Vernon, Mitzi (4); McGrath, Margarita (5); Reimer, Yolanda (6)",2013,International Journal of Technology and Design Education,10.1007/s10798-011-9181-5,,7,Learning · Learners · Video,"learning, learners, video, studio, collaboration, synchronous","This exploratory cluster contains 10 papers. Frequent terms include learning, learners, video, studio, collaboration, synchronous. Representative papers include Developing a competency taxonomy for teacher design knowledge in technology-enhanced learning environments: a literature review; Towards a design theory of blended learning curriculum; Personalising learning: towards a coherent learning design framework.",0.10403019189834595,4,False,-2.062074,2.8971279
1d033f71eb02,Design Rules,"Soft, Flexible, and Stretchable Platforms for Tissue-Interfaced Bioelectronics",Kento Yamagishi; Sunghoon Lee; Tomoyuki Yokota; Takao Someya,2026,Advancement of science,,https://www.semanticscholar.org/paper/c3374b7851bf707048b3359556ab8226b87eea9d,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.25730985403060913,145,False,0.5395741,2.2955942
1e7ab64c6cf9,Design frameworks,Commentary: Strength-based co-design that EMPOWERs – Lessons from codesigning with older adults,Bernardo Figueiredo; T. Aleti; Diane M. Martin; Mike Reid; Jacob Sheahan; Larissa Hjorth,2023,Journal of Services Marketing,,https://www.semanticscholar.org/paper/66872f88e4301696a2c140413d0072fc0e04dd88,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.18160051107406616,94,False,-1.7639233,0.8574686
1e8f1494fc78,Design theory,Collaboration Engineering Methodology: Horizontal Extension to Accommodate Project and Program Concerns,Nils L. Randrup; R. Briggs,2017,Hawaii International Conference on System Sciences,,https://www.semanticscholar.org/paper/fe77a2730aafcb45ea2ce433da64b4122ef0b7ed,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.20152652263641357,116,False,0.78261274,-0.20593365
1fda49b32463,Design Patterns,A Pattern-Oriented Approach to a Methodical Evaluation of Modeling Methods,M. Amberg,1996,Australasian Journal of Information Systems,,https://www.semanticscholar.org/paper/5e199da79d0144ff9979ccc095e49b10504d7504,5,Method · Methods · Ethical,"method, methods, ethical, design methods, ethics, ethics focused","This exploratory cluster contains 10 papers. Frequent terms include method, methods, ethical, design methods, ethics, ethics focused. Representative papers include Elements of a design method - a basis for describing and evaluating design methods; Elements of a design method – a basis for describing and evaluating design methods; Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework.",0.10325288772583008,8,False,0.70001054,-0.73341787
2042efa7e455,Design knowledge,The DSR grid: six core dimensions for effectively planning and communicating design science research projects,J. Brocke; A. Maedche,2019,Electronic Markets,,https://www.semanticscholar.org/paper/b4891a8c14bc74a60e95cce3915a3efae59ff889,2,Knowledge · Dsr · Design Knowledge,"knowledge, dsr, design knowledge, research, product, science research","This exploratory cluster contains 23 papers. Frequent terms include knowledge, dsr, design knowledge, research, product, science research. Representative papers include A Typology of Knowledge Creation in Design Science Research Projects; Utilizing, Producing, and Contributing Design Knowledge in DSR Projects; A Multi-Grounded Design Research Process.",0.1469660997390747,20,False,-1.5413557,-1.6782833
20f56bbbd10c,Design theory,2. Interstitial Design Processes: How Design Thinking and Social Design Processes Bridge Theory and Practice in TPC Pedagogy,L. Lane,2020,"Effective Teaching of Technical Communication: Theory, Practice, and Application",,https://www.semanticscholar.org/paper/6df8482c73b59f082fea220e6f8aebb62906723a,7,Learning · Learners · Video,"learning, learners, video, studio, collaboration, synchronous","This exploratory cluster contains 10 papers. Frequent terms include learning, learners, video, studio, collaboration, synchronous. Representative papers include Developing a competency taxonomy for teacher design knowledge in technology-enhanced learning environments: a literature review; Towards a design theory of blended learning curriculum; Personalising learning: towards a coherent learning design framework.",0.133262038230896,8,False,-1.992727,2.742464
215d4603e3c7,Design methods,A case study of the extension of floorplan flexibility using sector margins,Marie Kim; C. Yoon,2020,,,https://www.semanticscholar.org/paper/9fc959bade7102e255548fbbb86b7e325126e9fd,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.2520073652267456,142,False,0.40526715,2.017677
2280b868ea5f,Design principles,Form and Function: Toward a Better Understanding of Design-Based Games,"Sullivan, Anne and Stanfill, Mel and Salter, Anastasia and Wardrip-Fruin, Noah",2025,Proceedings of the 20th International Conference on the Foundations of Digital Games,10.1145/3723498.3723814,https://doi.org/10.1145/3723498.3723814,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.14237987995147705,42,False,-2.5379798,1.9501767
232abf4e9e91,Design theory,The Conceptual Design of Mechanical Products,Ambrose Edward Irudayaraj; V. Anbumalar,2022,Periodico,,https://www.semanticscholar.org/paper/0397508218bbb477dc15863a74245d3c12b1eb0e,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.1334308385848999,25,False,-0.20080791,-1.7456061
