paper_id,title,doi,suggested_filename,status,source,url,message
5ba50396ff25,What is a Convention in Interactive Narrative Design?,10.1007/978-3-319-71027-3_29,978.3.319.71027.3.29.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1007/978-3-319-71027-3_29; https://dspace.library.uu.nl/handle/1874/361910,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
dbf31702e533,Patterns for living lab practice: describing key know-how to promote service co-creation with users,10.20965/ijat.2020.p0769,ijat.2020.p0769.pdf,failed,OpenAlex oa_url; OpenAlex location landing_page,https://doi.org/10.20965/ijat.2020.p0769; https://forskning.ruc.dk/da/publications/d65cb0c5-0379-4013-8b7a-99d03e0bce0f,OpenAlex oa_url: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
49719118a4a0,Progressive collapse of structures – review and outlook,10.1201/9780429426506-364,9780429426506.364.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1201/9780429426506-364; http://hdl.handle.net/11420/4937,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
4934044e5959,Constraint management for concept ideation in conceptual design,10.1016/j.cirpj.2018.11.006,j.cirpj.2018.11.006.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1016/j.cirpj.2018.11.006,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
4a9c96b6c482,Meta patternsma means for capturing the essentials of reusable object-oriented design,,Meta_patternsma_means_for_capturing_the_essentials_of_reusable_object_oriented_design.pdf,no_open_pdf_candidate,,,
2b7b4d1ed27a,Using design patterns: elements of reusable architectures,,Using_design_patterns_elements_of_reusable_architectures.pdf,no_open_pdf_candidate,,,
b967c3a334ff,Industrial experience with design patterns,,Industrial_experience_with_design_patterns.pdf,no_open_pdf_candidate,,,
774e05395765,Understanding and using patterns in software development,10.1002/(SICI)1096-9942(1996)2:13.0.CO;2-%23,sici.1096.9942.1996.2.13.0.co.2.23.pdf,no_open_pdf_candidate,,,
da5dd15cd345,A functional theory of design patterns,,A_functional_theory_of_design_patterns.pdf,no_open_pdf_candidate,,,
f1a4dde3d156,Catalogue of general-purpose software design patterns,,Catalogue_of_general_purpose_software_design_patterns.pdf,no_open_pdf_candidate,,,
4911e795230f,Implementing patterns,,Implementing_patterns.pdf,no_open_pdf_candidate,,,
d56cd856926c,Pedagogical patterns: picking up the design patterns approach,,Pedagogical_patterns_picking_up_the_design_patterns_approach.pdf,no_open_pdf_candidate,,,
40848ec101fc,Design pattern in object-oriented technology,,Design_pattern_in_object_oriented_technology.pdf,no_open_pdf_candidate,,,
b458715f3f4e,AntiPatterns,,AntiPatterns.pdf,no_open_pdf_candidate,,,
001fdbe8c5a1,Giving “the quality” a name: precise specification of design patterns−a second look at the manuscripts,,Giving_the_quality_a_name_precise_specification_of_design_patterns_a_second_look_at_the_ma.pdf,no_open_pdf_candidate,,,
bc6d0afdec8f,Design patterns for component-oriented software development,10.1109/EURMIC.1999.794784,eurmic.1999.794784.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/eurmic.1999.794784,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
b9f64070ed9a,“Modeling-by-Patterns” of Web applications,,Modeling_by_Patterns_of_Web_applications.pdf,no_open_pdf_candidate,,,
87b61e77d082,Analysis patterns,10.1007/3-540-44411-4_9,3.540.44411.4.9.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/3-540-44411-4_9,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
953ab6888562,Analysis patterns,,Analysis_patterns.pdf,no_open_pdf_candidate,,,
a0d1057f0acb,Pattern approach to interaction design,,Pattern_approach_to_interaction_design.pdf,no_open_pdf_candidate,,,
242644458c6e,A pattern approach to interaction design,10.1007/bf01206115,bf01206115.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/bf01206115,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
677c4dc89d1d,Elemental design patterns: A formal semantics for composition of OO software architecture,10.1109/SEW.2002.1199472,sew.2002.1199472.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1109/sew.2002.1199472; http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.96.3868,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: SSLError
1151f6830f77,Design patterns in intelligent systems,,Design_patterns_in_intelligent_systems.pdf,no_open_pdf_candidate,,,
a3bc8ece9d73,Use of design patterns in analogy-based design,10.1016/j.aei.2004.09.003,j.aei.2004.09.003.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1016/j.aei.2004.09.003,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
098c9db1090d,A semantic representation for domain-specific patterns,,A_semantic_representation_for_domain_specific_patterns.pdf,no_open_pdf_candidate,,,
287b2d823523,Architecture pattern organization,,Architecture_pattern_organization.pdf,no_open_pdf_candidate,,,
99cc9d73669c,Micro patterns in Java code,,Micro_patterns_in_Java_code.pdf,no_open_pdf_candidate,,,
5cc118253cb0,Design patterns for real-time distributed system,,Design_patterns_for_real_time_distributed_system.pdf,no_open_pdf_candidate,,,
498a6aa649eb,Service engineering design patterns,,Service_engineering_design_patterns.pdf,no_open_pdf_candidate,,,
c7afdd089fdd,Toward patterns for collaborative knowledge creation,,Toward_patterns_for_collaborative_knowledge_creation.pdf,no_open_pdf_candidate,,,
a9303960f19a,Abstraction in computer science,10.1007/s11023-007-9061-7,s11023.007.9061.7.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/s11023-007-9061-7,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
6f73a944b8d6,Video collaboratories for research and education: An analysis of collaboration design patterns,10.1109/TLT.2009.5,tlt.2009.5.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/tlt.2009.5,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
00fc3fcb374a,Complex Operators: The Correspondence between the Visitor and Builder Design Patterns,,Complex_Operators_The_Correspondence_between_the_Visitor_and_Builder_Design_Patterns.pdf,no_open_pdf_candidate,,,
