paper_id,title,doi,suggested_filename,status,source,url,message
0cbc36913472,Dialogue Appropriate to Assistive Technology Product Design: A Taxonomy of Communication Formats in Relation to Modes of Sensory Perception,10.1016/j.sheji.2018.01.001,j.sheji.2018.01.001.pdf,failed,OpenAlex oa_url; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1016/j.sheji.2018.01.001; https://doaj.org/article/b67b3ab70a0c4310bd3db4e8856ceb9e; https://dspace.lboro.ac.uk/2134/32684; https://figshare.com/articles/journal_contribution/Dialogue_appropriate_to_assistive_technology_product_design_A_taxonomy_of_communication_formats_in_relation_to_modes_of_sensory_perception/9346958,OpenAlex oa_url: not PDF (text/html;charset=UTF-8) | OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
56dcde0a4f35,THEORY OF ENGINEERING DESIGN: A STRATEGY FOR CROSS-CULTURAL ANALYSIS.,,THEORY_OF_ENGINEERING_DESIGN_A_STRATEGY_FOR_CROSS_CULTURAL_ANALYSIS.pdf,no_open_pdf_candidate,,,
f50a79b2d7e1,Towards scaling expertise with generative AI: design principles for governing AI-Mediated knowledge capture and transfer,10.1080/12460125.2026.2669855,12460125.2026.2669855.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1080/12460125.2026.2669855,OpenAlex location landing_page: HTTP 403
6391dee944e6,Understanding What Design Research Is and Is NOT,10.4324/9781003489108-4,9781003489108.4.pdf,failed,OpenAlex location landing_page,https://doi.org/10.4324/9781003489108-4,OpenAlex location landing_page: HTTP 403
02381ea80183,A design theory for data quality tools in data ecosystems: Findings from three industry cases,10.1016/j.datak.2024.102333,j.datak.2024.102333.pdf,failed,OpenAlex oa_url; OpenAlex location landing_page,https://doi.org/10.1016/j.datak.2024.102333; https://publica.fraunhofer.de/handle/publica/472395,OpenAlex oa_url: not PDF (text/html;charset=UTF-8) | OpenAlex location landing_page: ProxyError
78ea04e5eaee,Socio-technical design principles for a multi-stakeholder agriculture extension information system in Ethiopia,10.1080/02681102.2023.2279309,02681102.2023.2279309.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1080/02681102.2023.2279309; http://hdl.handle.net/10.1080/02681102.2023.2279309,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
6d926f3c4a97,A domain reference ontology for design science research knowledge bases,,A_domain_reference_ontology_for_design_science_research_knowledge_bases.pdf,no_open_pdf_candidate,,,
31314745e651,Using Schema Theory to Construct the Designer's Knowledge Framework,10.1007/978-3-031-61932-8_4,978.3.031.61932.8.4.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-031-61932-8_4,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
07eb3166d706,A Typology of Knowledge Creation in Design Science Research Projects,10.1007/978-3-031-61175-9_10,978.3.031.61175.9.10.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-031-61175-9_10,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
e8f4a7417bf7,Toward a Method for Design Science Research Meta-Studies to Improve the Reusability of Design Principles,10.1007/978-3-031-61175-9_13,978.3.031.61175.9.13.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-031-61175-9_13,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
19dd6ec0253e,A principle-based philosophical framework for fashion design praxis and education in new design landscapes,10.1007/s10798-022-09794-7,s10798.022.09794.7.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/s10798-022-09794-7,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
9eda131748eb,Engineering Design Principles for HCI as a Way Forward for HCI Design Knowledge,10.1007/978-3-031-79209-0_10,978.3.031.79209.0.10.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-031-79209-0_10,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
0b7e6111aa14,Synthesizing a Solution Space for Prescriptive Design Knowledge Codification,,Synthesizing_a_Solution_Space_for_Prescriptive_Design_Knowledge_Codification.pdf,no_open_pdf_candidate,,,
3dbca777664c,Design Principles for Boundary Spanning in Transdisciplinary Design Science Research,10.1007/978-3-031-06516-3_4,978.3.031.06516.3.4.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1007/978-3-031-06516-3_4; https://publica.fraunhofer.de/handle/publica/427157,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: ProxyError
4effa8e553a8,Toward Engineering Design Principles for HCI,10.2200/s01172ed1v02y202202hci055,s01172ed1v02y202202hci055.pdf,failed,OpenAlex location landing_page,https://doi.org/10.2200/s01172ed1v02y202202hci055,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
364b7d9127ec,Toward a Unified Model of Design Knowledge,10.1162/desi_a_00679,desi.a.00679.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1162/desi_a_00679; http://resolver.tudelft.nl/uuid:876cba54-c218-4fc2-8af5-e4a82fef7593,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
a7e06450729f,Game Design as an Autonomous Research Subject,10.3390/info12090367,info12090367.pdf,downloaded,OpenAlex location pdf_url,https://recil.ulusofona.pt/bitstreams/2a4470cb-63a5-4332-80a0-4911145fa0e9/download,/Users/baiyixin/Downloads/pdf_386_by_paper_id/info12090367.pdf
82f49b5a1905,SOLUTION REPERTOIRE,,SOLUTION_REPERTOIRE.pdf,no_open_pdf_candidate,,,
5a716d80ac6b,Towards a Method for Design Principle Development in Information Systems,10.1007/978-3-030-64823-7_20,978.3.030.64823.7.20.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1007/978-3-030-64823-7_20; http://publica.fraunhofer.de/documents/N-639226.html; https://publica.fraunhofer.de/handle/publica/411958,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
95eee570b8f1,Accumulating design knowledge: A mechanisms-based approach,10.17705/1jais.00619,1jais.00619.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.17705/1jais.00619; https://hal.science/hal-03577271,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
cda6c6785f0a,The design of social drones: a review of studies on autonomous flyers in inhabited environments,10.1145/3290605.3300480,3290605.3300480.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1145/3290605.3300480; https://research.chalmers.se/en/publication/511074,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
ddf4ea43a777,Adaptation of Toulmin’s Model of Argumentation for Establishing Rigour and Relevance in Design Research,10.1007/978-981-13-5974-3_1,978.981.13.5974.3.1.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1007/978-981-13-5974-3_1; http://dspace.library.iitb.ac.in/xmlui/handle/100/27579,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: SSLError
d6b2bf339ae4,"Co-producing, curating, and defining design knowledge in an online practitioner community",10.1080/15710882.2018.1563193,15710882.2018.1563193.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1080/15710882.2018.1563193,OpenAlex location landing_page: HTTP 403
114973fd100e,Identification and management of the near-field knowledge of industrial design for innovative product shapes,10.1177/1687814018816574,1687814018816574.pdf,failed,OpenAlex primary pdf_url; OpenAlex location landing_page; OpenAlex location landing_page,https://journals.sagepub.com/doi/pdf/10.1177/1687814018816574; https://doi.org/10.1177/1687814018816574; https://doaj.org/article/dce6fbd8cf744c54ab59d8588dc35fbd,OpenAlex primary pdf_url: HTTP 403 | OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
9d158233f041,Guidelines supporting the formulation of design principles,10.5130/acis2018.ak,acis2018.ak.pdf,failed,OpenAlex primary pdf_url; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,https://utsepress.lib.uts.edu.au/site/chapters/10.5130/acis2018.ak/download/3677/; https://doi.org/10.5130/acis2018.ak; http://urn.kb.se/resolve?urn=urn:nbn:se:hb:diva-15431; https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1007&context=acis2018,OpenAlex primary pdf_url: HTTP 403 | OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: SSLError | OpenAlex location landing_page: HTTP 403
e7091fbecdfa,"Utilizing, Producing, and Contributing Design Knowledge in DSR Projects",10.1007/978-3-319-91800-6_6,978.3.319.91800.6.6.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-319-91800-6_6,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
fffe50e033fa,Activity as the ultimate particular of interaction design,10.1145/3025453.3025990,3025453.3025990.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1145/3025453.3025990,OpenAlex location landing_page: HTTP 403
7c4d2eb91f51,Using a Visual Abstract as a Lens for Communicating and Promoting Design Science Research in Software Engineering,10.1109/ESEM.2017.28,esem.2017.28.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1109/esem.2017.28; https://lup.lub.lu.se/record/b10cd8aa-05ac-4e34-aabe-bdb77d753ea7,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
7f559689c730,Strong Technology-Enhanced Learning Concepts,10.1007/978-3-319-66610-5_42,978.3.319.66610.5.42.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-319-66610-5_42,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
03adadfa0ad4,"Design Principles: Literature Review, Analysis, and Future Directions",10.1115/1.4034105,1.4034105.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1115/1.4034105,OpenAlex location landing_page: HTTP 403
1b8c995dfc43,Seven design frames that teachers use when considering technological pedagogical content knowledge (TPACK),10.1016/j.compedu.2016.09.003,j.compedu.2016.09.003.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1016/j.compedu.2016.09.003,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
b0fe7e080516,Design knowledge representation: An ontological perspective,,Design_knowledge_representation_An_ontological_perspective.pdf,no_open_pdf_candidate,,,
e958310acab5,"Prescriptive knowledge in IS research: Conceptualizing design principles in terms of materiality, action, and boundary conditions",10.1109/HICSS.2015.485,hicss.2015.485.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1109/hicss.2015.485; http://hdl.handle.net/1885/102861,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
1c7fa3f7d73a,A theoretical framework for the studio as a learning environment,10.1007/s10798-011-9181-5,s10798.011.9181.5.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/s10798-011-9181-5,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
c0efa7750b45,Forms of reasoning in the design science research process,10.1007/978-3-642-20633-7_2,978.3.642.20633.7.2.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1007/978-3-642-20633-7_2; https://www.alexandria.unisg.ch/214457/1/med_img.jpg; http://hdl.handle.net/1885/37268,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: HTTP 405 | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
a883ec94b37a,Causal design knowledge: Alternative representation method for product development knowledge management,10.1016/j.cad.2011.05.005,j.cad.2011.05.005.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1016/j.cad.2011.05.005,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
92fb23753506,Statues and progress of research on users' tacit knowledge in product design,,Statues_and_progress_of_research_on_users_tacit_knowledge_in_product_design.pdf,no_open_pdf_candidate,,,
b256aafa902e,A Multi-Grounded Design Research Process,,A_Multi_Grounded_Design_Research_Process.pdf,no_open_pdf_candidate,,,
6e7959c82d5f,The anatomy of HCI design patterns,10.1109/ComputationWorld.2009.45,computationworld.2009.45.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/computationworld.2009.45,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
2a3139d14895,What is design knowledge from the viewpoint of CPM/PDD?,,What_is_design_knowledge_from_the_viewpoint_of_CPM_PDD.pdf,no_open_pdf_candidate,,,
76d309f713b9,How industrial design knowledge differs from engineering design knowledge,,How_industrial_design_knowledge_differs_from_engineering_design_knowledge.pdf,no_open_pdf_candidate,,,
6b9f020cd024,Design knowledge for decision-making process in a DFX product design approach,10.1007/978-1-84800-239-5_13,978.1.84800.239.5.13.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-1-84800-239-5_13,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
7b15d81000db,The anatomy of a design theory,10.17705/1jais.00129,1jais.00129.pdf,failed,OpenAlex primary pdf_url; OpenAlex location landing_page,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1413&context=jais; https://doi.org/10.17705/1jais.00129,OpenAlex primary pdf_url: HTTP 403 | OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
86c052a239d1,Towards a formal definition of design and its possible applications,,Towards_a_formal_definition_of_design_and_its_possible_applications.pdf,no_open_pdf_candidate,,,
817a6d8c927b,KNOWLEDGE REPRESENTATION IN THE CONCEPTUAL DESIGN PROCESS FOR BUILDING ENERGY SYSTEMS.,10.1007/978-3-662-21626-2_97,978.3.662.21626.2.97.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-662-21626-2_97,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
fe2d6cd3e881,Design knowledge: theory is support of practice,10.1080/09544829008901646,09544829008901646.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1080/09544829008901646; http://cumincad.architexturez.net//doc/oai-cumincadworks-id-05d7,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 502
e8a17b6120e4,Designing as reflective conversation with the materials of a design situation,10.1016/0950-7051(92)90020-G,0950.7051.92.90020.g.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1016/0950-7051(92)90020-g,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
5000c5049cbd,Learning design knowledge as generalization,,Learning_design_knowledge_as_generalization.pdf,no_open_pdf_candidate,,,
37f353dbe230,Managing design knowledge,,Managing_design_knowledge.pdf,no_open_pdf_candidate,,,
18d57211cb40,Object oriented design knowledge: ontology and measurement of impact,,Object_oriented_design_knowledge_ontology_and_measurement_of_impact.pdf,no_open_pdf_candidate,,,
1401e17184c0,Software creation: cliche as intermediate knowledge in software design,,Software_creation_cliche_as_intermediate_knowledge_in_software_design.pdf,no_open_pdf_candidate,,,
fc4c2b9d38d7,A framework for supporting architecture knowledge and rationale management,10.1007/978-3-540-30998-7_11,978.3.540.30998.7.11.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-540-30998-7_11,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
495817cc9c25,"Object-oriented design knowledge: Principles, heuristics and best practices",10.4018/978-1-59140-896-3,978.1.59140.896.3.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,http://www.loc.gov/catdir/toc/ecip0611/2006010089.html; http://services.igi-global.com/resolvedoi/resolve.aspx?doi=10.4018/978-1-59140-896-3; https://openlibrary.org/books/OL8855069M/Object-oriented_Design_Knowledge,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 429 | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
a140a90ce7b9,The object-oriented design knowledge ontology,10.4018/978-1-59140-896-3.ch002,978.1.59140.896.3.ch002.pdf,failed,OpenAlex location landing_page,https://doi.org/10.4018/978-1-59140-896-3.ch002,OpenAlex location landing_page: HTTP 429
60c69d24c5a3,Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework,10.1016/j.destud.2023.101204,j.destud.2023.101204.pdf,failed,OpenAlex oa_url; OpenAlex location pdf_url; OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1016/j.destud.2023.101204; https://orbit.dtu.dk/files/337118180/1-s2.0-S0142694X23000455-main.pdf; https://orbit.dtu.dk/en/publications/b79865f3-a1c4-41d0-b024-35a68a1b064e; http://resolver.tudelft.nl/uuid:6ad1443b-844e-4caf-b2f1-2682ce25f991,OpenAlex oa_url: not PDF (text/html;charset=UTF-8) | OpenAlex location pdf_url: HTTP 403 | OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
b5d968168f35,A Framework of Design Method Corroboration,,A_Framework_of_Design_Method_Corroboration.pdf,no_open_pdf_candidate,,,
d330bde18c87,Languaging design methods,10.1016/j.destud.2021.101076,j.destud.2021.101076.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1016/j.destud.2021.101076,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
5ba50396ff25,What is a Convention in Interactive Narrative Design?,10.1007/978-3-319-71027-3_29,978.3.319.71027.3.29.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1007/978-3-319-71027-3_29; https://dspace.library.uu.nl/handle/1874/361910,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
dbf31702e533,Patterns for living lab practice: describing key know-how to promote service co-creation with users,10.20965/ijat.2020.p0769,ijat.2020.p0769.pdf,failed,OpenAlex oa_url; OpenAlex location landing_page,https://doi.org/10.20965/ijat.2020.p0769; https://forskning.ruc.dk/da/publications/d65cb0c5-0379-4013-8b7a-99d03e0bce0f,OpenAlex oa_url: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: HTTP 403
49719118a4a0,Progressive collapse of structures – review and outlook,10.1201/9780429426506-364,9780429426506.364.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1201/9780429426506-364; http://hdl.handle.net/11420/4937,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
4934044e5959,Constraint management for concept ideation in conceptual design,10.1016/j.cirpj.2018.11.006,j.cirpj.2018.11.006.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1016/j.cirpj.2018.11.006,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
4a9c96b6c482,Meta patternsma means for capturing the essentials of reusable object-oriented design,,Meta_patternsma_means_for_capturing_the_essentials_of_reusable_object_oriented_design.pdf,no_open_pdf_candidate,,,
2b7b4d1ed27a,Using design patterns: elements of reusable architectures,,Using_design_patterns_elements_of_reusable_architectures.pdf,no_open_pdf_candidate,,,
b967c3a334ff,Industrial experience with design patterns,,Industrial_experience_with_design_patterns.pdf,no_open_pdf_candidate,,,
774e05395765,Understanding and using patterns in software development,10.1002/(SICI)1096-9942(1996)2:13.0.CO;2-%23,sici.1096.9942.1996.2.13.0.co.2.23.pdf,no_open_pdf_candidate,,,
da5dd15cd345,A functional theory of design patterns,,A_functional_theory_of_design_patterns.pdf,no_open_pdf_candidate,,,
f1a4dde3d156,Catalogue of general-purpose software design patterns,,Catalogue_of_general_purpose_software_design_patterns.pdf,no_open_pdf_candidate,,,
4911e795230f,Implementing patterns,,Implementing_patterns.pdf,no_open_pdf_candidate,,,
d56cd856926c,Pedagogical patterns: picking up the design patterns approach,,Pedagogical_patterns_picking_up_the_design_patterns_approach.pdf,no_open_pdf_candidate,,,
40848ec101fc,Design pattern in object-oriented technology,,Design_pattern_in_object_oriented_technology.pdf,no_open_pdf_candidate,,,
b458715f3f4e,AntiPatterns,,AntiPatterns.pdf,no_open_pdf_candidate,,,
001fdbe8c5a1,Giving “the quality” a name: precise specification of design patterns−a second look at the manuscripts,,Giving_the_quality_a_name_precise_specification_of_design_patterns_a_second_look_at_the_ma.pdf,no_open_pdf_candidate,,,
bc6d0afdec8f,Design patterns for component-oriented software development,10.1109/EURMIC.1999.794784,eurmic.1999.794784.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/eurmic.1999.794784,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
b9f64070ed9a,“Modeling-by-Patterns” of Web applications,,Modeling_by_Patterns_of_Web_applications.pdf,no_open_pdf_candidate,,,
87b61e77d082,Analysis patterns,10.1007/3-540-44411-4_9,3.540.44411.4.9.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/3-540-44411-4_9,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
953ab6888562,Analysis patterns,,Analysis_patterns.pdf,no_open_pdf_candidate,,,
a0d1057f0acb,Pattern approach to interaction design,,Pattern_approach_to_interaction_design.pdf,no_open_pdf_candidate,,,
242644458c6e,A pattern approach to interaction design,10.1007/bf01206115,bf01206115.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/bf01206115,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
677c4dc89d1d,Elemental design patterns: A formal semantics for composition of OO software architecture,10.1109/SEW.2002.1199472,sew.2002.1199472.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1109/sew.2002.1199472; http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.96.3868,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: SSLError
1151f6830f77,Design patterns in intelligent systems,,Design_patterns_in_intelligent_systems.pdf,no_open_pdf_candidate,,,
a3bc8ece9d73,Use of design patterns in analogy-based design,10.1016/j.aei.2004.09.003,j.aei.2004.09.003.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1016/j.aei.2004.09.003,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
098c9db1090d,A semantic representation for domain-specific patterns,,A_semantic_representation_for_domain_specific_patterns.pdf,no_open_pdf_candidate,,,
287b2d823523,Architecture pattern organization,,Architecture_pattern_organization.pdf,no_open_pdf_candidate,,,
99cc9d73669c,Micro patterns in Java code,,Micro_patterns_in_Java_code.pdf,no_open_pdf_candidate,,,
5cc118253cb0,Design patterns for real-time distributed system,,Design_patterns_for_real_time_distributed_system.pdf,no_open_pdf_candidate,,,
498a6aa649eb,Service engineering design patterns,,Service_engineering_design_patterns.pdf,no_open_pdf_candidate,,,
c7afdd089fdd,Toward patterns for collaborative knowledge creation,,Toward_patterns_for_collaborative_knowledge_creation.pdf,no_open_pdf_candidate,,,
a9303960f19a,Abstraction in computer science,10.1007/s11023-007-9061-7,s11023.007.9061.7.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/s11023-007-9061-7,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
6f73a944b8d6,Video collaboratories for research and education: An analysis of collaboration design patterns,10.1109/TLT.2009.5,tlt.2009.5.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/tlt.2009.5,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
00fc3fcb374a,Complex Operators: The Correspondence between the Visitor and Builder Design Patterns,,Complex_Operators_The_Correspondence_between_the_Visitor_and_Builder_Design_Patterns.pdf,no_open_pdf_candidate,,,
2fdfe19e4493,E-Business Design: A Shift to Adaptability,,E_Business_Design_A_Shift_to_Adaptability.pdf,no_open_pdf_candidate,,,
69560ebf92b1,E-business design,,E_business_design.pdf,no_open_pdf_candidate,,,
51099fe3fdce,Making Sense of Design Patterns,10.1007/978-3-642-16438-5_23,978.3.642.16438.5.23.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1007/978-3-642-16438-5_23; https://handle.uba.uva.nl/personal/pure/en/publications/making-sense-of-design-patterns(5233eea7-1faf-4367-9367-e520e35dedff).html; https://dare.uva.nl/personal/pure/en/publications/making-sense-of-design-patterns(5233eea7-1faf-4367-9367-e520e35dedff).html; https://research.vu.nl/en/publications/587af7c8-7e21-4671-b646-b241c0e02f32,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: HTTP 403
8393d36cff90,An overview of human-computer interaction patterns in pervasive systems,10.1109/IUSER.2010.5716740,iuser.2010.5716740.pdf,downloaded,Semantic Scholar openAccessPdf,https://eprints.soton.ac.uk/271896/1/PID1526529.pdf,/Users/baiyixin/Downloads/pdf_386_by_paper_id/iuser.2010.5716740.pdf
