paper_id,keyword,title,authors,year,venue,doi,url,cluster,cluster_label_candidate,distinguishing_evidence_terms,cluster_summary_candidate,distance_to_centroid,representative_rank,is_representative_top3,umap_x,umap_y,discussion_found,discussion_paragraph_count,discussion_summary,discussion_excerpt
03fd54829f02,Design theory,Digisprudence: the design of legitimate code,Laurence Diver,2020,"Law, Innovation and Technology",,https://www.semanticscholar.org/paper/b7a97635870c5a15c94ff83c2036a3f4466ac1b3,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.200372576713562,68,False,2.3033602,6.7313313,False,0,,
0512599e76df,Design Heuristics,What is the content of 'design thinking'? Design Heuristics as conceptual repertoire,"Gray, Colin M. (1); Seifert, Colleen M. (2); Yilmaz, Seda (3); Daly, Shanna R. (4); Gonzalez, Richard (2)",2016,International Journal of Engineering Education,,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.12583976984024048,98,False,3.4467974,6.7613287,False,0,,
056ae4e01610,Design theory,Beyond the old game design: a new design paradigm in Game Studies through C-K Theory,Enrique Perez,2023,Digra,,https://www.semanticscholar.org/paper/e2519811712840d36f7232cb309002293ed1ff8d,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.1724773645401001,277,False,-1.2478619,7.5687995,False,0,,
0783409933b4,Design Patterns,A Two-Dimensional Framework for AI Agent Design Patterns: Cognitive Function and Execution Topology,Jia Huang; J. Zhou,2026,,,https://www.semanticscholar.org/paper/67855ed25bb27f6a2f8bae704fdd2d35c8891262,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.18687409162521362,304,False,1.4090376,3.7300792,False,0,,
07eb3166d706,Design knowledge,A Typology of Knowledge Creation in Design Science Research Projects,"Chatterjee, S. (1); Bhattacherjee, A. (2); Gilb, T. (3)",,"Design Science Research for a Resilient Future: 19th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2024, Proceedings. Lecture Notes in Computer Science (14621)",10.1007/978-3-031-61175-9_10,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.09376662969589233,10,False,0.84799826,8.383714,False,0,,
0842498049c7,Design Guidelines,The Extended Likeability Framework: A Theoretical Framework for and a Practical Case of Designing Likeable Media Applications for Preschoolers,V. Abeele; B. Zaman,2008,Adv. Hum. Comput. Interact.,,https://www.semanticscholar.org/paper/e2837ac0465e8cea18f2ab5b2f9f12f874ddbe1f,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.18877077102661133,45,False,-0.8739712,3.1630836,False,0,,
09055cc69e8c,Design Patterns,A Theoretical Model for Game Mechanics: Bridging Design Practice and Education,Rafael Marques de Albuquerque; Flávio Anthero Nunes Vianna dos Santos,2025,European Conference on Games Based Learning,,https://www.semanticscholar.org/paper/7f6e881f023b0fe5f2281893261c1c7df62ed203,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.13668209314346313,146,False,-0.64673716,2.703405,False,0,,
098637c0f9ae,Design Patterns,Pattern design in the context space: paco - a methodological framework for designing auditory display with patterns,"Frauenberger, C. and Stockman, T. and Bourguet, M. L.",2007,Proceedings of the 14th Conference on Pattern Languages of Programs,10.1145/1772070.1772091,https://doi.org/10.1145/1772070.1772091,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.17259299755096436,278,False,2.569164,3.2350044,False,0,,
098c9db1090d,Design Patterns,A semantic representation for domain-specific patterns,"Montero, S. (1); Diaz, P. (1); Aedo, I. (1)",,"Metainformatics. International Symposium, MIS 2004. Revised Selected Papers (Lecture Notes in Computer Science Vol. 3511)",,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.14486229419708252,180,False,1.8561805,2.6742013,False,0,,
09e4195a775c,Design Patterns,BIOPHILIC DESIGN PATTERNS: Emerging Nature-Based Parameters for Health and Well-Being in the Built Environment,Catherine O. Ryan; W. Browning; Joseph Clancy; Scott L Andrews; Namita B Kallianpurkar,2014,,,https://www.semanticscholar.org/paper/f2f43cc85573cfe8f7a2770354fbea84c95e0f36,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.19467532634735107,54,False,-0.3101649,6.219506,False,0,,
0a373ca87142,Design methods,Surveying a Landscape of Ethics-Focused Design Methods,"Chivukula, Shruthi Sai and Gray, Colin and Li, Ziqing and Pivonka, Anne C. and Chen, Jingning",2024,ACM J. Responsib. Comput.,10.1145/3678988,https://doi.org/10.1145/3678988,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.1414203643798828,169,False,0.9637144,6.3247247,False,0,,
0b35e34543e2,Design principles,Designing Artificial Identity: The Identity Design Framework and Research Agenda,"Bransky, Karla and Sweetser, Penny and Holthaus, Patrick and Laban, Guy and Winkle, Katie and Akalin, Neziha and Ashok, Ashita and Lee, Jihye and Khot, Rucha and Bejarano, Alexandra and Thijn, Jorrit and Moore, Roger K. and Jang, Minsu and Fischer, Joel E and Lee, Minha",2026,Proceedings of the 2026 Designing Interactive Systems Conference,10.1145/3800645.3812962,https://doi.org/10.1145/3800645.3812962,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.164356529712677,10,False,1.7809966,4.953145,False,0,,
0b7e6111aa14,Design knowledge,Synthesizing a Solution Space for Prescriptive Design Knowledge Codification,"Möller, F. (1); Hansen, M.R.P. (2); Schoormann, T. (3)",,Scandinavian Journal of Information Systems,,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.14058160781860352,164,False,1.1711946,8.46418,False,0,,
0bca44c18d6c,Design theory,"Tinkering, tailoring, and bricolage: Implications for theories of Design","Hovorka, Dirk S. (1); Germonprez, Matt (2)",2009,"15th Americas Conference on Information Systems 2009, AMCIS 2009",,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.1233971118927002,87,False,-0.77419,7.174964,False,0,,
0cbc36913472,Design Heuristics,Dialogue Appropriate to Assistive Technology Product Design: A Taxonomy of Communication Formats in Relation to Modes of Sensory Perception,"Torrens, G.E. (1)",,"She Ji: The Journal of Design, Economics, and Innovation",10.1016/j.sheji.2018.01.001,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.15573716163635254,225,False,1.8071332,5.9926605,False,0,,
0e02199ea150,Design theory,The Inspiration of Design Affairology to Hcd in Post Humanism Era,Bai Yu,2021,International Journal of Frontiers in Sociology,,https://www.semanticscholar.org/paper/f10d15a36e1a2d6f31eb975c6a8223f94685740f,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.23381781578063965,98,False,2.1025527,6.2308083,False,0,,
0ecb6c9b7eeb,Design theory,Pluralism in Knowledge Management: a Review,"Sheffield, J. (1)",,Electronic Journal of Knowledge Management,,,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.229284405708313,96,False,1.0429521,8.843875,False,0,,
0ef759265f23,Design Guidelines,The equitable use concept in sidewalk design,Mahdi Aghaabbasi; M. Moeinaddini; Zohreh Asadi-Shekari; M. Z. Shah,2019,Cities,,https://www.semanticscholar.org/paper/5a686e01a536a318c32f70e8b1eb114fd34c05de,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.20987695455551147,77,False,1.8045979,5.871697,False,0,,
103eb1a8586b,Design theory,Incommensurability and multi-paradigm grounding in design science research: Implications for creating knowledge,"Hovorka, Dirk S. (1)",2010,IFIP Advances in Information and Communication Technology,10.1007/978-3-642-12113-5_2,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.1166144609451294,65,False,0.28685963,8.408928,False,0,,
114973fd100e,Design knowledge,Identification and management of the near-field knowledge of industrial design for innovative product shapes,JinTao He (1); Qian Yang (1); MengYa Zhu (1),,Advances in Mechanical Engineering,10.1177/1687814018816574,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.17445051670074463,284,False,1.72477,8.247021,False,0,,
1151f6830f77,Design Patterns,Design patterns in intelligent systems,"Peters, J.F. (1)",,"Foundations of Intelligent Systems. 14th International Symposium, ISMIS 2003. Proceedings (Lecture Notes in Artificial Intelligence Vol.2871)",,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.13605576753616333,143,False,1.7105019,3.5969067,False,0,,
12568f76ff90,Design rationale,Patterns or claims: do they help in communicating design advice?,"Abraham, George and Atwood, Michael E.",2009,Proceedings of the 21st Annual Conference of the Australian Computer-Human Interaction Special Interest Group: Design: Open 24/7,10.1145/1738826.1738831,https://doi.org/10.1145/1738826.1738831,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.1506749391555786,199,False,2.5387518,2.9038413,False,0,,
139a1e71d8dc,Design Guidelines,Separation of Modeling Principles and Design Principles in Enterprise Engineering,Tetsuya Suga; Peter De Bruyn; Philip Huysmans; J. Verelst; H. Mannaert,2016,The Practice of Enterprise Modeling,,https://www.semanticscholar.org/paper/05ace0f237feda9c4e4dd78cdc60b3dd91738543,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.15092283487319946,200,False,0.39259458,6.0088134,False,0,,
1416cd2b88de,Design methods,Cross-disciplinary system value overview towards value-oriented design,Emilia Lavi; Y. Reich,2023,Research in Engineering Design,,https://www.semanticscholar.org/paper/e973cd46b42f3c987ddf80186b3d6c1ba79263b4,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.17568325996398926,286,False,0.7976479,6.2367735,False,0,,
141f85abba0a,Design theory,How to Define Design in Industrial Control and Automation Software,Aydin Homay,2025,arXiv.org,,https://www.semanticscholar.org/paper/cbb4104ae7d335b7082069b705d473ed76b53b60,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.11582756042480469,64,False,0.34989437,6.221203,False,0,,
1445730be68b,Design principles,A problem-based approach to the advancement of heuristics for socio-technical evaluation,"Herrmann, T. (1); Jahnke, I. (2); Nolte, A. (3, 4)",,Behaviour & Information Technology,10.1080/0144929X.2021.1972157,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.17290985584259033,279,False,3.4925673,6.582068,False,0,,
14dcaf15aa66,Design Guidelines,Terminologia kohtaa käytettävyyden. Terminologisen käytettävyyden ydintä rakentamassa,Suvi Isohella; Anita Nuopponen,2016,VAKKI Publications,,https://www.semanticscholar.org/paper/11c6a0fa8fc166972194899f747f6bd2d3e40b34,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.17343461513519287,17,False,1.8739604,4.438846,False,0,,
16b7f7939f93,Design rationale,Characterizing Design Rationales Using Computational Linguistics and Human Evaluations,"Mirabito, Yakira (1); Liu, Xiaowen (2); Goucher-Lambert, Kosa (1)",2025,Journal of Mechanical Design,10.1115/1.4069232,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.1680433750152588,260,False,-0.7842882,5.284461,False,0,,
1728dd2afe4b,Design theory,Design theory in practice – Making design science research more transparent,"Piirainen, Kalle A. (1, 2); Briggs, Robert O. (3)",2011,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-642-20633-7_4,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.12929338216781616,111,False,0.10504968,8.364037,False,0,,
18d57211cb40,Design knowledge,Object oriented design knowledge: ontology and measurement of impact,"Garzas, J. (1); Piattini, M.",,"Object-Oriented Information Systems. 8th International Conference, OOIS 2002. Proceedings (Lecture Notes in Computer Science Vol.2425)",,,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.2508162260055542,110,False,1.4487289,7.606774,False,0,,
19dd6ec0253e,Design knowledge,A principle-based philosophical framework for fashion design praxis and education in new design landscapes,"Harvey, N. (1); Ankiewicz, P. (2)",,International Journal of Technology and Design Education,10.1007/s10798-022-09794-7,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.13384366035461426,127,False,0.19403288,7.2921805,False,0,,
1c04ffa25528,Design methods,The implications of improvisational acting and role-playing on design methodologies,"Medler, Ben and Magerko, Brian",2010,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,10.1145/1753326.1753398,https://doi.org/10.1145/1753326.1753398,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.1898619532585144,48,False,-0.12065729,3.3489797,False,0,,
1c7fa3f7d73a,Design knowledge,A theoretical framework for the studio as a learning environment,"Brandt, Carol B. (1); Cennamo, Katherine (2); Douglas, Sarah (3); Vernon, Mitzi (4); McGrath, Margarita (5); Reimer, Yolanda (6)",2013,International Journal of Technology and Design Education,10.1007/s10798-011-9181-5,,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.15296930074691772,211,False,3.6689699,4.4915695,False,0,,
1d033f71eb02,Design Rules,"Soft, Flexible, and Stretchable Platforms for Tissue-Interfaced Bioelectronics",Kento Yamagishi; Sunghoon Lee; Tomoyuki Yokota; Takao Someya,2026,Advancement of science,,https://www.semanticscholar.org/paper/c3374b7851bf707048b3359556ab8226b87eea9d,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.24108487367630005,101,False,1.581973,4.280464,False,0,,
1e7ab64c6cf9,Design frameworks,Commentary: Strength-based co-design that EMPOWERs – Lessons from codesigning with older adults,Bernardo Figueiredo; T. Aleti; Diane M. Martin; Mike Reid; Jacob Sheahan; Larissa Hjorth,2023,Journal of Services Marketing,,https://www.semanticscholar.org/paper/66872f88e4301696a2c140413d0072fc0e04dd88,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.19630366563796997,316,False,1.8227082,6.273385,False,0,,
1e8f1494fc78,Design theory,Collaboration Engineering Methodology: Horizontal Extension to Accommodate Project and Program Concerns,Nils L. Randrup; R. Briggs,2017,Hawaii International Conference on System Sciences,,https://www.semanticscholar.org/paper/fe77a2730aafcb45ea2ce433da64b4122ef0b7ed,-1,Noise / weak affinity,"patterns, knowledge, framework, user, learning, human",114 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.19687438011169434,59,False,0.96483606,4.7842293,False,0,,
1fda49b32463,Design Patterns,A Pattern-Oriented Approach to a Methodical Evaluation of Modeling Methods,M. Amberg,1996,Australasian Journal of Information Systems,,https://www.semanticscholar.org/paper/5e199da79d0144ff9979ccc095e49b10504d7504,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.1527622938156128,210,False,1.006275,5.56563,False,0,,
2042efa7e455,Design knowledge,The DSR grid: six core dimensions for effectively planning and communicating design science research projects,J. Brocke; A. Maedche,2019,Electronic Markets,,https://www.semanticscholar.org/paper/b4891a8c14bc74a60e95cce3915a3efae59ff889,0,Knowledge · Patterns · Theory,"knowledge, patterns, theory, design knowledge, pattern, research","This exploratory cluster contains 340 papers. Frequent terms include knowledge, patterns, theory, design knowledge, pattern, research. Representative papers include A conceptual framework for design science research; Towards a Method for Design Principle Development in Information Systems; Towards normal design for safety-critical systems.",0.18269306421279907,298,False,0.49527046,8.643992,False,0,,
